Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,P5_109,P5_152,P8_139,P8_229,P8_241,P8_250,P8_72,P9_191,P9_2,P9_31,P9_32,P9_35,P9_87,PS92,pcl1606,sbw25,xl272
group_2600,,DUF2388 domain-containing protein,14,14,1.0,1,3076,,,,321,321,321.0,,HMDFDK_14975,DGIGOC_17400,OELDID_14120,,NFOGGK_01665,,CJMOAC_00130,GGGPIC_01420,KLDNLM_00505,KAGCPN_01710,NDMAAC_01705,CELEIN_00555,FNPKGJ_00525,OFJEOJ_29675,OGPOLJ_00520,MOKLEP_10785
group_2597,,cell division protein,14,14,1.0,1,3072,,,,1350,1350,1350.0,0_refound_2415,,2_refound_10785,3_refound_14862,,5_refound_23139,6_refound_27301,7_refound_31272,8_refound_35397,,10_refound_43740,11_refound_47975,12_refound_52264,FNPKGJ_12940,14_refound_60687,OGPOLJ_13370,16_refound_68112
group_2569,,two-component sensor histidine kinase,14,14,1.0,1,3040,,,,1353,1353,1353.0,,1_refound_6561,2_refound_10817,3_refound_14893,,5_refound_23170,6_refound_27333,7_refound_31305,,9_refound_39615,10_refound_43772,11_refound_48008,12_refound_52302,FNPKGJ_17180,14_refound_60713,OGPOLJ_18130,16_refound_68128
group_2559,,RNA polymerase subunit sigma,14,14,1.0,1,3030,,,,507,507,507.0,,1_refound_7452,DGIGOC_17300,OELDID_14230,,NFOGGK_01775,6_refound_28276,CJMOAC_00035,8_refound_36387,9_refound_40531,10_refound_44713,11_refound_48950,CELEIN_16510,13_refound_57362,14_refound_61451,15_refound_65685,
group_2549,,RNA polymerase sigma factor,14,14,1.0,1,3020,,,,519,519,519.0,,HMDFDK_26690,2_refound_11750,3_refound_15826,,5_refound_24095,6_refound_28273,7_refound_32264,8_refound_36384,9_refound_40525,10_refound_44709,11_refound_48946,12_refound_53259,13_refound_57358,OFJEOJ_12265,15_refound_65681,
group_2543,,hypothetical protein,14,14,1.0,1,3014,,,,444,444,444.0,0_refound_3271,HMDFDK_02325,,,4_refound_19808,,6_refound_28270,7_refound_32261,8_refound_36380,KLDNLM_17710,KAGCPN_16395,NDMAAC_16390,12_refound_53256,FNPKGJ_17070,OFJEOJ_12995,15_refound_65676,16_refound_68550
group_2526,,MFS transporter,14,14,1.0,1,2996,,,,1299,1299,1299.0,0_refound_3261,HMDFDK_03745,2_refound_11739,3_refound_15815,4_refound_19803,5_refound_24085,6_refound_28264,7_refound_32255,,9_refound_40517,10_refound_44703,11_refound_48940,12_refound_53250,,14_refound_61440,15_refound_65672,
group_2523,,Histidine kinase,14,14,1.0,1,2991,,,,1359,1359,1359.0,AEKEPN_16195,HMDFDK_02060,DGIGOC_02085,OELDID_00775,4_refound_16725,NFOGGK_16975,6_refound_25001,7_refound_29228,,9_refound_37498,10_refound_41622,11_refound_45851,12_refound_50033,,14_refound_58378,,16_refound_66744
group_2474,,LysR family transcriptional regulator,14,14,1.0,1,2929,,,,924,924,924.0,0_refound_3252,,2_refound_11729,3_refound_15805,4_refound_19794,5_refound_24075,DILMCD_16370,,8_refound_36362,9_refound_40507,KAGCPN_16545,NDMAAC_16540,CELEIN_16705,13_refound_57337,OFJEOJ_10900,15_refound_65658,
group_2470,,paraquat-inducible membrane protein A,14,14,1.0,1,2924,,,,624,624,624.0,0_refound_3251,1_refound_7442,2_refound_11728,3_refound_15804,4_refound_19793,5_refound_24074,6_refound_28256,CJMOAC_08575,,9_refound_40506,10_refound_44691,11_refound_48928,12_refound_53242,FNPKGJ_20140,OFJEOJ_08065,,
group_2388,,Histidine kinase,14,14,1.0,1,2816,,,,3645,3645,3645.0,0_refound_3237,HMDFDK_07075,2_refound_11713,3_refound_15789,4_refound_19777,5_refound_24060,DILMCD_27565,,GGGPIC_10780,,KAGCPN_11995,NDMAAC_11990,CELEIN_09940,FNPKGJ_10915,14_refound_61423,OGPOLJ_10950,
group_2372,,AraC family transcriptional regulator,14,14,1.0,1,2794,,,,984,984,984.0,AEKEPN_30150,1_refound_7418,,,4_refound_19773,5_refound_24056,6_refound_28240,7_refound_32233,8_refound_36340,9_refound_40486,10_refound_44674,11_refound_48911,12_refound_53225,13_refound_57319,14_refound_61420,15_refound_65641,
group_2369,citB,DNA-binding response regulator,14,14,1.0,1,2788,,,,633,633,633.0,0_refound_3233,1_refound_7417,DGIGOC_08265,OELDID_23265,4_refound_19771,NFOGGK_10810,DILMCD_27600,CJMOAC_15705,GGGPIC_11060,KLDNLM_20375,10_refound_44672,11_refound_48910,CELEIN_09975,,OFJEOJ_23145,,
group_2355,,Alginate-exp domain-containing protein,14,14,1.0,1,2774,,,,1392,1392,1392.0,0_refound_1738,,2_refound_10072,3_refound_14144,4_refound_18274,5_refound_22426,6_refound_26525,,GGGPIC_17880,9_refound_39127,10_refound_43280,11_refound_47513,12_refound_51645,FNPKGJ_11785,14_refound_60059,OGPOLJ_12070,
group_2342,,MFS transporter,14,14,1.0,1,2760,,,,1395,1395,1395.0,AEKEPN_18575,1_refound_4406,DGIGOC_13040,OELDID_18490,4_refound_16774,NFOGGK_06035,DILMCD_23295,CJMOAC_16835,8_refound_33390,9_refound_37550,,,12_refound_50082,13_refound_54320,OFJEOJ_22830,15_refound_62632,
abaF,abaF,fosfomycin efflux MFS transporter AbaF,14,14,1.0,1,2739,,,,1395,1395,1395.0,AEKEPN_16435,HMDFDK_03865,2_refound_8585,3_refound_12651,,5_refound_20931,6_refound_25007,7_refound_29238,8_refound_33339,,10_refound_41626,11_refound_45855,12_refound_50039,13_refound_54268,14_refound_58383,15_refound_62579,
group_2313,,N-acetyltransferase,14,14,1.0,1,2722,,,,699,699,699.0,AEKEPN_19995,,DGIGOC_28590,OELDID_02940,NDFCFG_18745,NFOGGK_19145,DILMCD_28410,7_refound_32221,8_refound_36328,KLDNLM_19270,KAGCPN_19390,NDMAAC_19400,CELEIN_10890,13_refound_57306,,15_refound_65627,
group_2295,,hypothetical protein,14,14,1.0,1,2701,,,,1404,1404,1404.0,,1_refound_6268,2_refound_10497,3_refound_14575,,5_refound_22853,6_refound_26978,7_refound_30999,8_refound_35124,9_refound_39322,KAGCPN_15300,NDMAAC_15295,12_refound_52087,FNPKGJ_16020,14_refound_60432,OGPOLJ_16980,
group_2260,,DUF1214 domain-containing protein,14,14,1.0,1,2661,,,,1482,1482,1482.0,AEKEPN_18335,HMDFDK_26490,2_refound_11689,3_refound_15765,4_refound_19757,5_refound_24035,,7_refound_32209,8_refound_36319,9_refound_40462,10_refound_44652,11_refound_48890,,13_refound_57295,14_refound_61402,15_refound_65618,
potE,potE,putrescine-ornithine antiporter,14,14,1.0,1,2645,,,,1410,1410,1410.0,AEKEPN_19590,1_refound_4438,2_refound_8650,3_refound_12717,NDFCFG_18375,5_refound_20997,6_refound_25078,7_refound_29312,8_refound_33424,9_refound_37575,,,12_refound_50111,13_refound_54351,14_refound_58458,15_refound_62663,
group_2233,,Glutamine ABC transporter ATP-binding protein,14,14,1.0,1,2631,,,,798,798,798.0,,HMDFDK_14405,DGIGOC_16885,OELDID_14645,,NFOGGK_02190,DILMCD_02510,CJMOAC_21510,8_refound_36310,KLDNLM_02760,KAGCPN_02215,NDMAAC_02215,CELEIN_01070,FNPKGJ_28550,OFJEOJ_29010,OGPOLJ_28310,
group_2200,,aminotransferase,14,14,1.0,1,2596,,,,1419,1419,1419.0,AEKEPN_22075,HMDFDK_02050,2_refound_8696,3_refound_12763,NDFCFG_08550,5_refound_21043,6_refound_25119,CJMOAC_25140,8_refound_33483,9_refound_37628,10_refound_41748,11_refound_45977,12_refound_50155,,14_refound_58510,,
group_2169,,hypothetical protein,14,14,1.0,1,2564,,,,654,654,654.0,,1_refound_7375,2_refound_11672,3_refound_15748,NDFCFG_18300,5_refound_24018,6_refound_28193,,8_refound_36297,KLDNLM_10370,10_refound_44629,11_refound_48868,12_refound_53183,13_refound_57275,14_refound_61385,15_refound_65596,
arnB,arnB,UDP-4-amino-4-deoxy-L-arabinose aminotransferase,14,14,1.0,1,2546,,,,1149,1149,1149.0,AEKEPN_15110,1_refound_7371,DGIGOC_03750,OELDID_27780,4_refound_19734,NFOGGK_15310,DILMCD_18405,CJMOAC_16255,8_refound_36294,KLDNLM_15945,,,CELEIN_14460,13_refound_57272,OFJEOJ_15285,15_refound_65594,
group_2153,,MFS transporter,14,14,1.0,1,2544,,,,1206,1206,1206.0,0_refound_3208,HMDFDK_04700,2_refound_11670,3_refound_15746,4_refound_19732,5_refound_24016,6_refound_28190,CJMOAC_14785,,,10_refound_44626,11_refound_48865,12_refound_53181,FNPKGJ_21165,OFJEOJ_18880,OGPOLJ_21060,
group_2151,,MFS transporter,14,14,1.0,1,2542,,,,1206,1206,1206.0,AEKEPN_15065,1_refound_7370,2_refound_11669,3_refound_15745,,5_refound_24015,6_refound_28189,7_refound_32191,8_refound_36293,9_refound_40436,10_refound_44625,11_refound_48864,12_refound_53180,13_refound_57271,,15_refound_65593,
group_2144,,PLP-dependent aminotransferase family protein,14,14,1.0,1,2535,,,,1431,1431,1431.0,AEKEPN_04795,1_refound_4121,,3_refound_12464,,5_refound_20741,6_refound_24811,7_refound_29005,8_refound_33106,9_refound_37295,10_refound_41386,11_refound_45613,12_refound_49837,13_refound_54007,14_refound_58146,15_refound_62310,
group_2126,,isochorismate synthase,14,14,1.0,1,2515,,,,1434,1434,1434.0,0_refound_1480,,2_refound_9786,3_refound_13855,,5_refound_22136,6_refound_26230,CJMOAC_24990,GGGPIC_11635,9_refound_38881,10_refound_43020,11_refound_47250,12_refound_51358,13_refound_55705,14_refound_59792,15_refound_64016,
yejE,yejE,ABC transporter permease,14,14,1.0,1,2513,,,,1023,1023,1023.0,0_refound_3203,1_refound_7363,DGIGOC_05485,OELDID_26045,4_refound_19726,NFOGGK_13585,DILMCD_16075,7_refound_32184,8_refound_36287,9_refound_40429,10_refound_44617,11_refound_48856,CELEIN_16470,,OFJEOJ_16755,,
group_2121,,Isoquinoline 1-oxidoreductase subunit alpha,14,14,1.0,1,2508,,,,459,459,459.0,AEKEPN_14435,1_refound_7362,DGIGOC_01500,OELDID_01360,NDFCFG_12940,NFOGGK_17565,,7_refound_32182,GGGPIC_11445,KLDNLM_14205,10_refound_44615,11_refound_48854,CELEIN_17035,,14_refound_61376,,16_refound_68451
group_2117,,EamA family transporter,14,14,1.0,1,2504,,,,915,915,915.0,,1_refound_7361,2_refound_11662,3_refound_15738,,5_refound_24008,6_refound_28181,CJMOAC_12955,8_refound_36286,,10_refound_44613,11_refound_48852,12_refound_53172,13_refound_57267,OFJEOJ_18765,15_refound_65589,16_refound_68450
group_2105,,citrate-proton symporter,14,14,1.0,1,2484,,,,1308,1308,1308.0,AEKEPN_18395,1_refound_7359,DGIGOC_27710,OELDID_24810,4_refound_19723,NFOGGK_20025,DILMCD_15375,7_refound_32180,,KLDNLM_13760,10_refound_44610,11_refound_48849,CELEIN_19875,,14_refound_61374,,16_refound_68443
speF,speF,ornithine decarboxylase SpeF,14,14,1.0,1,2471,,,,2184,2184,2184.0,AEKEPN_13635,1_refound_7355,2_refound_11659,3_refound_15735,NDFCFG_17470,5_refound_24005,6_refound_28178,7_refound_32178,8_refound_36281,9_refound_40426,,,12_refound_53169,13_refound_57261,14_refound_61371,15_refound_65584,
group_2062,,DUF3313 domain-containing protein,14,14,1.0,1,2433,,,,681,681,681.0,AEKEPN_12875,,2_refound_11652,3_refound_15728,NDFCFG_18395,5_refound_23998,6_refound_28170,,8_refound_36269,9_refound_40418,10_refound_44594,11_refound_48833,12_refound_53162,,14_refound_61364,15_refound_65571,16_refound_68427
group_2024,,long-chain-fatty-acyl-CoA reductase,14,14,1.0,1,2385,,,,1458,1458,1458.0,0_refound_804,,2_refound_9089,3_refound_13156,NDFCFG_11885,5_refound_21441,6_refound_25790,7_refound_30054,,9_refound_38319,10_refound_42455,11_refound_46684,12_refound_50807,13_refound_55107,14_refound_59183,15_refound_63422,
group_2021,,Transporter,14,14,1.0,1,2382,,,,1461,1461,1461.0,0_refound_3045,1_refound_7132,2_refound_11434,3_refound_15510,4_refound_19495,5_refound_23783,6_refound_27952,7_refound_31947,8_refound_36024,9_refound_40196,10_refound_44359,11_refound_48599,12_refound_52929,,,,MOKLEP_14225
group_2019,,DUF159 domain-containing protein,14,14,1.0,1,2380,,,,687,687,687.0,AEKEPN_12280,1_refound_7332,2_refound_11646,3_refound_15722,NDFCFG_18915,5_refound_23992,,,8_refound_36255,KLDNLM_18655,10_refound_44583,11_refound_48822,CELEIN_11885,13_refound_57238,14_refound_61355,OGPOLJ_07985,
group_1967,,Metabolite transport protein NicT,14,14,1.0,1,2320,,,,1317,1317,1317.0,AEKEPN_11735,,2_refound_11634,3_refound_15710,,5_refound_23982,6_refound_28152,7_refound_32148,8_refound_36241,9_refound_40396,10_refound_44568,11_refound_48807,12_refound_53147,FNPKGJ_13535,14_refound_61339,OGPOLJ_10115,
group_1955,betB,betaine-aldehyde dehydrogenase,14,14,1.0,1,2307,,,,1512,1512,1512.0,AEKEPN_22415,HMDFDK_23755,2_refound_11632,3_refound_15708,NDFCFG_08270,5_refound_23980,6_refound_28149,CJMOAC_10850,,,10_refound_44567,11_refound_48806,12_refound_53144,13_refound_57221,OFJEOJ_10240,15_refound_65546,
group_1953,betB,betaine-aldehyde dehydrogenase,14,14,1.0,1,2305,,,,1512,1512,1512.0,AEKEPN_19205,1_refound_7324,2_refound_11631,3_refound_15707,NDFCFG_11470,5_refound_23979,6_refound_28148,CJMOAC_24810,,,KAGCPN_12590,NDMAAC_12585,12_refound_53143,13_refound_57220,OFJEOJ_13840,15_refound_65545,
group_1920,,hypothetical protein,14,14,1.0,1,2270,,,,210,210,210.0,AEKEPN_17780,HMDFDK_05735,2_refound_11621,3_refound_15697,,5_refound_23969,6_refound_28138,,8_refound_36231,9_refound_40389,10_refound_44559,11_refound_48798,,FNPKGJ_08505,14_refound_61323,OGPOLJ_12560,16_refound_68390
group_1917,,sugar ABC transporter ATP-binding protein,14,14,1.0,1,2266,,,,1554,1554,1554.0,AEKEPN_23755,,DGIGOC_26360,OELDID_05170,NDFCFG_22860,NFOGGK_21375,6_refound_28135,,8_refound_36228,KLDNLM_21760,KAGCPN_20830,NDMAAC_20840,12_refound_53132,FNPKGJ_11630,14_refound_61321,OGPOLJ_11900,
uppP2,uppP2,undecaprenyl-diphosphate phosphatase,14,14,1.0,1,2254,,,,837,837,837.0,AEKEPN_10015,,DGIGOC_27905,OELDID_03625,NDFCFG_20225,NFOGGK_19830,DILMCD_13510,,,KLDNLM_11550,10_refound_44553,11_refound_48792,CELEIN_19670,13_refound_57209,14_refound_61317,15_refound_65536,16_refound_68388
group_1848,glcD,glycolate oxidase subunit GlcD,14,14,1.0,1,2177,,,,1500,1500,1500.0,AEKEPN_13340,1_refound_4258,DGIGOC_00140,OELDID_02720,NDFCFG_17620,NFOGGK_18925,DILMCD_21835,CJMOAC_30675,,KLDNLM_19070,KAGCPN_19260,NDMAAC_19270,CELEIN_11080,,OFJEOJ_19260,,MOKLEP_08435
group_1830,,glutamine synthetase,14,14,1.0,1,2156,,,,1383,1383,1383.0,AEKEPN_13410,HMDFDK_08610,DGIGOC_00575,OELDID_02370,NDFCFG_17560,NFOGGK_18575,DILMCD_15805,CJMOAC_13320,8_refound_36210,,,,CELEIN_17320,FNPKGJ_14405,OFJEOJ_18945,OGPOLJ_15310,16_refound_68364
group_1775,,GGDEF domain-containing protein,14,14,1.0,1,2089,,,,1524,1524,1524.0,0_refound_2606,1_refound_6717,2_refound_10982,3_refound_15059,4_refound_19058,5_refound_23335,6_refound_27514,7_refound_31490,8_refound_35607,9_refound_39762,,,12_refound_52471,13_refound_56559,OFJEOJ_14580,15_refound_64947,
group_1690,,amino acid ABC transporter permease/ATP-binding protein,14,14,1.0,1,1993,,,,1548,1548,1548.0,AEKEPN_18255,1_refound_4395,2_refound_8615,3_refound_12681,4_refound_16763,5_refound_20961,6_refound_25037,7_refound_29275,8_refound_33381,9_refound_37539,10_refound_41663,11_refound_45892,12_refound_50069,,OFJEOJ_26645,,
group_1673,,DUF726 domain-containing protein,14,14,1.0,1,1969,,,,1554,1554,1554.0,0_refound_1672,,2_refound_9987,3_refound_14059,,5_refound_22341,6_refound_26431,7_refound_30481,GGGPIC_12040,9_refound_39062,10_refound_43208,11_refound_47440,12_refound_51559,FNPKGJ_12025,14_refound_59977,OGPOLJ_12300,
group_1654,,LysR family transcriptional regulator,14,14,1.0,1,1948,,,,900,900,900.0,,HMDFDK_12050,2_refound_11570,3_refound_15646,4_refound_19636,5_refound_23919,6_refound_28086,7_refound_32076,GGGPIC_23445,,10_refound_44495,11_refound_48734,12_refound_53077,13_refound_57149,OFJEOJ_26515,15_refound_65473,
group_1631,,NAD(P)-dependent oxidoreductase,14,14,1.0,1,1919,,,,771,771,771.0,0_refound_3167,,2_refound_11564,3_refound_15640,NDFCFG_14470,5_refound_23913,6_refound_28080,7_refound_32069,,,10_refound_44489,11_refound_48728,12_refound_53069,13_refound_57146,14_refound_61257,15_refound_65469,MOKLEP_10065
group_1600,,Hcp family type VI secretion system effector,14,14,1.0,1,1888,,,,501,501,501.0,AEKEPN_07785,,2_refound_11557,3_refound_15633,,5_refound_23906,6_refound_28076,7_refound_32066,8_refound_36154,9_refound_40312,10_refound_44480,11_refound_48719,12_refound_53065,13_refound_57140,14_refound_61251,15_refound_65464,
group_1535,,SfnB family sulfur acquisition oxidoreductase,14,14,1.0,1,1810,,,,1242,1242,1242.0,0_refound_3149,1_refound_7241,2_refound_11546,3_refound_15622,4_refound_19608,5_refound_23895,6_refound_28062,CJMOAC_10665,8_refound_36136,9_refound_40299,10_refound_44467,11_refound_48706,12_refound_53050,,OFJEOJ_09975,,
group_1502,,channel protein TolC,14,14,1.0,1,1774,,,,1368,1368,1368.0,AEKEPN_00615,HMDFDK_14860,DGIGOC_17245,OELDID_14285,,NFOGGK_01830,DILMCD_02940,CJMOAC_31725,GGGPIC_01550,KLDNLM_00360,KAGCPN_02055,NDMAAC_02055,CELEIN_00685,,OFJEOJ_29500,,MOKLEP_17040
group_1496,,LysR family transcriptional regulator,14,14,1.0,1,1768,,,,912,912,912.0,,1_refound_7235,,,4_refound_19603,5_refound_23890,6_refound_28058,7_refound_32046,8_refound_36131,9_refound_40294,10_refound_44460,11_refound_48699,12_refound_53045,FNPKGJ_25935,14_refound_61237,OGPOLJ_25635,16_refound_68267
group_1492,,DUF2388 domain-containing protein,14,14,1.0,1,1762,,,,321,321,321.0,AEKEPN_20215,,DGIGOC_19510,OELDID_12020,NDFCFG_11040,NFOGGK_28215,6_refound_28056,7_refound_32044,8_refound_36129,KLDNLM_16715,,,CELEIN_28255,13_refound_57124,OFJEOJ_18575,15_refound_65447,16_refound_68265
group_1465,nikD,nickel import ATP-binding protein NikD,14,14,1.0,1,1728,,,,1623,1623,1623.0,0_refound_2102,1_refound_6226,2_refound_10456,3_refound_14533,4_refound_18602,5_refound_22814,6_refound_26937,7_refound_30949,8_refound_35089,9_refound_39282,,,12_refound_52041,FNPKGJ_13815,14_refound_60398,OGPOLJ_14690,
group_1404,,3-(methylthio)propionyl-CoA ligase,14,14,1.0,1,1658,,,,1650,1650,1650.0,0_refound_965,1_refound_5136,2_refound_9218,3_refound_13286,NDFCFG_28435,5_refound_21570,6_refound_25907,7_refound_30184,8_refound_34317,9_refound_38427,,,12_refound_50934,13_refound_55232,14_refound_59316,15_refound_63541,
group_1388,,Pilus assembly protein PilP,14,14,1.0,1,1640,,,,606,624,622.7142857142857,AEKEPN_01970,HMDFDK_13565,DGIGOC_15865,OELDID_15665,NDFCFG_27830,NFOGGK_03210,DILMCD_01475,CJMOAC_22665,,KLDNLM_03720,KAGCPN_03235,NDMAAC_03230,CELEIN_02045,,OFJEOJ_28055,,MOKLEP_12765
group_1385,,arylsulfatase,14,14,1.0,1,1637,,,,1659,1659,1659.0,AEKEPN_15200,HMDFDK_03495,2_refound_8548,3_refound_12614,NDFCFG_13705,5_refound_20894,6_refound_24979,7_refound_29204,,9_refound_37474,10_refound_41592,11_refound_45821,12_refound_50006,13_refound_54235,14_refound_58354,,
group_1381,,(Fe-S)-binding protein,14,14,1.0,1,1631,,,,1662,1662,1662.0,0_refound_1647,1_refound_5795,2_refound_9958,3_refound_14030,,5_refound_22313,6_refound_26399,7_refound_30445,GGGPIC_09895,9_refound_39038,10_refound_43181,11_refound_47413,12_refound_51527,13_refound_55848,,15_refound_64164,
group_1361,,M10 family metallopeptidase C-terminal domain-containing protein,14,14,1.0,1,1604,,,,1674,1674,1674.0,0_refound_1645,,2_refound_9956,3_refound_14028,,5_refound_22311,6_refound_26398,7_refound_30443,GGGPIC_09525,9_refound_39037,10_refound_43179,11_refound_47411,12_refound_51526,13_refound_55846,14_refound_59949,15_refound_64163,
group_1289,,CidA/LrgA family protein,14,14,1.0,1,1507,,,,366,366,366.0,,1_refound_6929,2_refound_11222,3_refound_15300,4_refound_19280,5_refound_23573,,7_refound_31736,,9_refound_39982,10_refound_44148,11_refound_48389,12_refound_52715,13_refound_56819,14_refound_60913,15_refound_65139,MOKLEP_04315
group_1264,,PAS domain S-box/diguanylate cyclase (GGDEF) domain-containing protein,14,14,1.0,1,1476,,,,1728,1728,1728.0,0_refound_944,1_refound_5116,2_refound_9198,3_refound_13264,NDFCFG_25080,5_refound_21548,6_refound_25887,,8_refound_34299,9_refound_38410,10_refound_42558,11_refound_46788,12_refound_50916,13_refound_55214,,15_refound_63522,
group_1248,ilvD,dihydroxy-acid dehydratase,14,14,1.0,1,1458,,,,1737,1737,1737.0,AEKEPN_14610,,DGIGOC_06035,OELDID_25495,NDFCFG_13105,NFOGGK_13035,DILMCD_20560,7_refound_29186,GGGPIC_11780,KLDNLM_14385,KAGCPN_16890,NDMAAC_16885,CELEIN_12470,FNPKGJ_11600,,OGPOLJ_11870,
group_1230,,hypothetical protein,14,14,1.0,1,1434,,,,1746,1746,1746.0,0_refound_2279,,2_refound_10626,3_refound_14703,4_refound_18761,5_refound_22980,6_refound_27110,,8_refound_35256,9_refound_39450,10_refound_43593,11_refound_47826,CELEIN_10655,13_refound_56415,14_refound_60537,15_refound_64733,
group_1201,,glycosyltransferase,14,14,1.0,1,1403,,,,975,975,975.0,0_refound_210,HMDFDK_13270,2_refound_8917,3_refound_12984,NDFCFG_27510,5_refound_21266,,7_refound_29621,8_refound_33775,9_refound_37874,KAGCPN_03680,NDMAAC_03675,,13_refound_54680,,15_refound_62987,16_refound_67120
group_1181,,Hemolysin type calcium-binding protein,14,14,1.0,1,1382,,,,1770,1770,1770.0,AEKEPN_23355,1_refound_4511,2_refound_8719,3_refound_12786,4_refound_16876,5_refound_21066,6_refound_25144,7_refound_29399,8_refound_33514,9_refound_37654,10_refound_41776,11_refound_46005,12_refound_50177,,14_refound_58539,,
group_1172,,hypothetical protein,14,14,1.0,1,1368,,,,1782,1782,1782.0,0_refound_2588,1_refound_6694,2_refound_10966,3_refound_15043,4_refound_19040,5_refound_23320,6_refound_27493,7_refound_31472,8_refound_35590,,,,12_refound_52450,13_refound_56537,OFJEOJ_12475,15_refound_64928,16_refound_68187
group_1160,,type VI secretion system baseplate subunit TssF,14,14,1.0,1,1352,,,,1791,1791,1791.0,AEKEPN_13550,,DGIGOC_18670,OELDID_12860,NDFCFG_10705,NFOGGK_00405,DILMCD_04245,CJMOAC_24615,GGGPIC_15735,KLDNLM_02305,,,CELEIN_29085,FNPKGJ_16690,OFJEOJ_00560,15_refound_62477,MOKLEP_11210
group_1052,,S9 family peptidase,14,14,1.0,1,1226,,,,1896,1896,1896.0,0_refound_2781,1_refound_6875,2_refound_11175,3_refound_15253,4_refound_19232,5_refound_23527,6_refound_27698,7_refound_31683,,9_refound_39931,10_refound_44098,11_refound_48339,12_refound_52666,,14_refound_60862,,MOKLEP_01920
group_1038,,sigma-54-dependent Fis family transcriptional regulator,14,14,1.0,1,1207,,,,1905,1905,1905.0,AEKEPN_22440,HMDFDK_23735,2_refound_8707,3_refound_12774,NDFCFG_08250,5_refound_21054,6_refound_25130,CJMOAC_10825,8_refound_33495,,10_refound_41764,11_refound_45993,,13_refound_54417,OFJEOJ_10220,15_refound_62735,
group_996,,acyltransferase,14,14,1.0,1,1152,,,,1941,1941,1941.0,AEKEPN_19910,1_refound_4449,2_refound_8659,3_refound_12726,NDFCFG_18660,5_refound_21006,6_refound_25087,7_refound_29327,,9_refound_37586,10_refound_41710,11_refound_45939,12_refound_50121,13_refound_54363,,15_refound_62676,
group_977,,RHS repeat-associated core domain-containing protein,14,14,1.0,1,1132,,,,1956,1956,1956.0,0_refound_753,1_refound_4944,,,NDFCFG_06195,,6_refound_25762,7_refound_30030,8_refound_34188,9_refound_38290,10_refound_42429,11_refound_46657,12_refound_50782,13_refound_55087,14_refound_59163,15_refound_63401,16_refound_67360
