Gene,Non-unique Gene name,Annotation,P5_109,P5_152,P8_139,P8_229,P8_241,P8_250,P8_72,P9_191,P9_2,P9_31,P9_32,P9_35,P9_87,PS92,pcl1606,sbw25,xl272
algI~~~dltB,algI;;dltB,putative alginate O-acetylase AlgI;membrane-bound O-acyltransferase family protein,AEKEPN_26075,HMDFDK_10850,DGIGOC_13005,OELDID_18525,NDFCFG_05550,NFOGGK_06070,DILMCD_23330,CJMOAC_19560,GGGPIC_05840,KLDNLM_06440,KAGCPN_23840,NDMAAC_23850,CELEIN_05025,FNPKGJ_05320,OFJEOJ_25275,OGPOLJ_04990,
group_5157,,DUF1003 domain-containing protein,AEKEPN_24635,HMDFDK_22085,DGIGOC_11025,OELDID_20505,4_refound_20429_stop,NFOGGK_08050,DILMCD_10965,CJMOAC_08680,GGGPIC_21525,KLDNLM_22850,KAGCPN_22510,NDMAAC_22515,CELEIN_22160,FNPKGJ_24150,14_refound_61988,OGPOLJ_23890,
group_5146,,undecaprenyl-phosphate glucose phosphotransferase,0_refound_3837,1_refound_8084_stop,2_refound_12199_stop,3_refound_16272_stop,4_refound_20427,5_refound_24542_stop,6_refound_28738_stop,CJMOAC_10455,,9_refound_41069_stop,10_refound_45283_stop,11_refound_49523_stop,12_refound_53717_stop,FNPKGJ_10435,OFJEOJ_04825,OGPOLJ_10465,MOKLEP_16930
group_5144,,LuxR family transcriptional regulator;HTH luxR-type domain-containing protein,0_refound_3836_stop,1_refound_8082_stop,DGIGOC_01965,OELDID_00895,4_refound_20425_stop,NFOGGK_17100,DILMCD_16310,CJMOAC_28000,GGGPIC_16260,9_refound_41067,10_refound_45282,11_refound_49522,CELEIN_16775,FNPKGJ_12355,14_refound_61987_stop,OGPOLJ_12780,
group_5141,,histidine kinase,AEKEPN_24290,HMDFDK_22195,DGIGOC_10650,OELDID_20880,NDFCFG_23370,NFOGGK_08425,DILMCD_11460,CJMOAC_09100,GGGPIC_21190,KLDNLM_22435,KAGCPN_22190,NDMAAC_22195,CELEIN_21745,FNPKGJ_23800,OFJEOJ_08510,OGPOLJ_23555,
group_5140,,chemotaxis protein;methyl-accepting chemotaxis protein,AEKEPN_20145,1_refound_8079,DGIGOC_00880,OELDID_01980,4_refound_20420_stop,NFOGGK_18185,DILMCD_21215,CJMOAC_13935,8_refound_36965_stop,KLDNLM_18970,KAGCPN_17280,NDMAAC_17275,CELEIN_11745,FNPKGJ_12495,OFJEOJ_17880,OGPOLJ_12925,
group_5139,,LysR family transcriptional regulator,0_refound_3835_stop,1_refound_8081,DGIGOC_06300,OELDID_25230,4_refound_20424,NFOGGK_12775,6_refound_28735,CJMOAC_31175,8_refound_36967_stop,9_refound_41066,10_refound_45280,11_refound_49520,12_refound_53714,13_refound_57853,14_refound_61985,15_refound_66181,
group_5135,,GlxA family transcriptional regulator,0_refound_550_stop,1_refound_4750_stop,DGIGOC_08395,OELDID_23135,4_refound_17406_stop,NFOGGK_10680,DILMCD_19810,7_refound_29868,GGGPIC_16320,KLDNLM_20500,KAGCPN_20135,NDMAAC_20145,CELEIN_13105,FNPKGJ_10455,14_refound_58995,OGPOLJ_10490,
group_5134,,NADPH:quinone oxidoreductase,0_refound_3834,HMDFDK_01130,DGIGOC_02620,OELDID_00240,4_refound_20421,NFOGGK_16440,DILMCD_17870,CJMOAC_15000,GGGPIC_20275,KLDNLM_18635,KAGCPN_12820,NDMAAC_12815,CELEIN_15100,FNPKGJ_15705,14_refound_61984,OGPOLJ_16630,
group_5116,,Rieske (2Fe-2S) protein,0_refound_3830,HMDFDK_04920,2_refound_12194_stop,3_refound_16267_stop,NDFCFG_14500,5_refound_24537_stop,6_refound_28730_stop,CJMOAC_25110,8_refound_36960_stop,,KAGCPN_15550,NDMAAC_15545,12_refound_53710_stop,FNPKGJ_15485,OFJEOJ_17405,OGPOLJ_16410,16_refound_69224_stop
group_5103,,DUF4123 domain-containing protein,AEKEPN_13500,1_refound_8068_stop,2_refound_12189_stop,3_refound_16262_stop,NDFCFG_09790,5_refound_24532_stop,DILMCD_28585,,8_refound_36957,KLDNLM_19120,10_refound_45263_stop,11_refound_49503_stop,CELEIN_11050,13_refound_57846,14_refound_61974,15_refound_66175,16_refound_69219_stop
group_5100,,LysR family transcriptional regulator,AEKEPN_16800,1_refound_8067,DGIGOC_03365,OELDID_28165,NDFCFG_13775,NFOGGK_15695,DILMCD_18770,,8_refound_36956_stop,9_refound_41056_stop,10_refound_45262,11_refound_49502,CELEIN_14045,13_refound_57845_stop,14_refound_61973,15_refound_66174,16_refound_69217_stop
group_5094,,polyamine ABC transporter substrate-binding protein,AEKEPN_30175,HMDFDK_16750,DGIGOC_19625,OELDID_11905,NDFCFG_01850,NFOGGK_28100,DILMCD_05200,CJMOAC_02315,GGGPIC_26880,KLDNLM_28450,KAGCPN_28375,NDMAAC_28370,CELEIN_28135,FNPKGJ_29585,OFJEOJ_01445,OGPOLJ_29335,
group_5078,,HTH araC/xylS-type domain-containing protein;AraC-like DNA-binding protein,0_refound_3824_stop,1_refound_8061,2_refound_12184_stop,3_refound_16257_stop,4_refound_20408,5_refound_24527,6_refound_28721,7_refound_32781_stop,GGGPIC_13075,KLDNLM_17490,KAGCPN_10735,NDMAAC_10730,12_refound_53702_stop,FNPKGJ_16145,OFJEOJ_12930,OGPOLJ_17140,
group_5072,,response regulator,AEKEPN_20245,1_refound_8059_stop,DGIGOC_06865,OELDID_24665,,NFOGGK_12210,DILMCD_15290,CJMOAC_13210,8_refound_36950_stop,KLDNLM_16735,KAGCPN_11480,NDMAAC_11475,CELEIN_17760,13_refound_57841,OFJEOJ_18550,15_refound_66171,16_refound_69210
group_5071,,Methylated-DNA--protein-cysteine methyltransferase;cysteine methyltransferase,AEKEPN_20695,1_refound_8058,DGIGOC_07030,OELDID_24500,NDFCFG_10615,NFOGGK_12045,DILMCD_15150,7_refound_32779_stop,8_refound_36949,KLDNLM_11705,10_refound_45255,11_refound_49495,CELEIN_17930,13_refound_57840,14_refound_61966,15_refound_66170_stop,
group_5062,,hypothetical protein,AEKEPN_10150,HMDFDK_25055,DGIGOC_28075,OELDID_03455,NDFCFG_19875,NFOGGK_19660,DILMCD_27675,CJMOAC_27840,GGGPIC_18820,KLDNLM_12480,10_refound_45253,11_refound_49493,CELEIN_10055,FNPKGJ_21145,OFJEOJ_19950,OGPOLJ_21040,
group_5058,,PBPb domain-containing protein;Uncharacterized protein (TIGR02285 family),AEKEPN_25790,HMDFDK_10455,DGIGOC_12610,OELDID_18920,NDFCFG_05810,NFOGGK_06465,DILMCD_23750,CJMOAC_19100,8_refound_36943_stop,9_refound_41045_stop,10_refound_45249,11_refound_49489,CELEIN_05465,FNPKGJ_25250,OFJEOJ_24865,OGPOLJ_24995,
group_5057,,dienelactone hydrolase;Dienelactone hydrolase,AEKEPN_16650,HMDFDK_02620,DGIGOC_04900,OELDID_26630,NDFCFG_15745,NFOGGK_14160,DILMCD_18610,CJMOAC_16600,GGGPIC_14845,KLDNLM_14955,KAGCPN_16060,NDMAAC_16055,CELEIN_14215,FNPKGJ_13630,OFJEOJ_15585,OGPOLJ_14050,
group_5056,,FAD-binding oxidoreductase;FAD-dependent oxidoreductase,AEKEPN_13830,1_refound_8051_stop,DGIGOC_02475,OELDID_00385,NDFCFG_17325,NFOGGK_16585,DILMCD_16415,7_refound_32773_stop,GGGPIC_13430,9_refound_41046_stop,10_refound_45250,11_refound_49490,CELEIN_16630,FNPKGJ_15655,14_refound_61960,OGPOLJ_16580,
group_5046,,trans-aconitate methyltransferase,0_refound_3819,1_refound_8049_stop,DGIGOC_11275,OELDID_20255,4_refound_20402_stop,NFOGGK_07800,DILMCD_25020,CJMOAC_17890,8_refound_36941_stop,9_refound_41041_stop,10_refound_45247_stop,11_refound_49487_stop,CELEIN_06750,13_refound_57838,OFJEOJ_23695,15_refound_66165,
group_5045,,Flavin-Reduct domain-containing protein;Asp/Glu/hydantoin racemase,AEKEPN_25385,HMDFDK_21370,DGIGOC_24615,OELDID_06915,NDFCFG_06175,NFOGGK_23110,DILMCD_10160,CJMOAC_07800,GGGPIC_22460,KLDNLM_23560,KAGCPN_23285,NDMAAC_23290,CELEIN_22945,FNPKGJ_25015,OFJEOJ_07210,OGPOLJ_24760,
group_5044,,hypothetical protein,0_refound_3818_stop,,2_refound_12177,3_refound_16250,4_refound_20400_stop,5_refound_24520,6_refound_28716,7_refound_32769_stop,GGGPIC_18505,9_refound_41039_stop,10_refound_45245_stop,11_refound_49485_stop,12_refound_53697_stop,FNPKGJ_20805,14_refound_61955,OGPOLJ_20700,16_refound_69202_stop
group_5042,,aromatic ring-hydroxylating dioxygenase subunit alpha,0_refound_1192_stop,1_refound_5330_stop,2_refound_9473_stop,3_refound_13542_stop,,5_refound_21823_stop,6_refound_25920_stop,CJMOAC_01210,8_refound_34506_stop,9_refound_38622_stop,10_refound_42768_stop,11_refound_46997_stop,12_refound_51059_stop,13_refound_55429_stop,14_refound_59515,15_refound_63744_stop,16_refound_67561
group_5041,,DUF3077 domain-containing protein,AEKEPN_05050,1_refound_8047,DGIGOC_11745,OELDID_19785,4_refound_20401_stop,NFOGGK_07330,DILMCD_24570,7_refound_32770_stop,8_refound_36940,KLDNLM_07555,10_refound_45246,11_refound_49486,CELEIN_06285,13_refound_57837,14_refound_61956_stop,15_refound_66164,
group_5039,,hypothetical protein;DUF6124 domain-containing protein,0_refound_3816_stop,1_refound_8045,DGIGOC_23990,OELDID_07540,4_refound_20399_stop,NFOGGK_23740,DILMCD_09580,7_refound_32768_stop,8_refound_36938_stop,KLDNLM_04695,10_refound_45244_stop,11_refound_49484_stop,CELEIN_23770,13_refound_57836_stop,14_refound_61954,15_refound_66163_stop,
group_5037,,PTS glucose transporter subunit IIB,0_refound_3815_stop,1_refound_8044,2_refound_12176_stop,3_refound_16249_stop,4_refound_20398_stop,5_refound_24519_stop,DILMCD_09530,CJMOAC_07180,GGGPIC_22860,KLDNLM_06965,10_refound_45242,11_refound_49482,CELEIN_23820,FNPKGJ_25420,,OGPOLJ_25165,16_refound_69200
group_5033,,porin,AEKEPN_05445,HMDFDK_20885,DGIGOC_24005,OELDID_07525,NDFCFG_24720,NFOGGK_23725,DILMCD_09600,CJMOAC_07260,8_refound_36937_stop,KLDNLM_24150,10_refound_45243_stop,11_refound_49483_stop,CELEIN_23720,13_refound_57835,OFJEOJ_06690,15_refound_66162_stop,
group_5020,,outer membrane porin OprD family,AEKEPN_04120,HMDFDK_11480,DGIGOC_13695,OELDID_17835,NDFCFG_25925,NFOGGK_05380,DILMCD_22630,CJMOAC_20255,GGGPIC_05080,KLDNLM_05805,KAGCPN_05410,NDMAAC_05405,CELEIN_04280,FNPKGJ_04530,OFJEOJ_25945,OGPOLJ_04205,
group_5002,,XRE family transcriptional regulator;Cro/Cl family transcriptional regulator;HTH cro/C1-type domain-containing protein,AEKEPN_20070,HMDFDK_25905,DGIGOC_00965,OELDID_01895,NDFCFG_11160,NFOGGK_18100,DILMCD_21130,CJMOAC_14030,GGGPIC_17285,KLDNLM_18885,KAGCPN_17210,NDMAAC_17205,CELEIN_11830,FNPKGJ_18260,OFJEOJ_17775,OGPOLJ_19220,
group_5000,,AlcB domain-containing protein,AEKEPN_22810,1_refound_4505,DGIGOC_27295,OELDID_04235,4_refound_16866,NFOGGK_20440,DILMCD_12905,CJMOAC_11065,8_refound_33506_stop,KLDNLM_20725,KAGCPN_09885,NDMAAC_09880,CELEIN_20290,13_refound_54427_stop,14_refound_58532,15_refound_62744_stop,
group_4997,,DUF5666 domain-containing protein,AEKEPN_08275,1_refound_8033_stop,DGIGOC_09745,OELDID_21785,4_refound_20390_stop,NFOGGK_09330,DILMCD_26070,CJMOAC_29785,8_refound_36930_stop,KLDNLM_09830,10_refound_45234,11_refound_49474,CELEIN_08460,FNPKGJ_09660,OFJEOJ_22010,OGPOLJ_09015,
group_4996,,Enamine deaminase RidA house cleaning of reactive enamine intermediates YjgF/YER057c/UK114 family,0_refound_3805_stop,HMDFDK_07785,2_refound_12170,3_refound_16243,4_refound_20389,5_refound_24513,6_refound_28709_stop,CJMOAC_29790,GGGPIC_18205,9_refound_41028_stop,10_refound_45233,11_refound_49473,12_refound_53691,,OFJEOJ_22005,15_refound_66156,16_refound_69187_stop
ilvE,ilvE,branched-chain amino acid aminotransferase,AEKEPN_14010,HMDFDK_02980,DGIGOC_01055,OELDID_01805,NDFCFG_12505,NFOGGK_18010,DILMCD_15490,CJMOAC_13600,GGGPIC_17865,KLDNLM_13820,KAGCPN_17505,NDMAAC_17500,CELEIN_17560,FNPKGJ_18815,OFJEOJ_18230,OGPOLJ_19780,
group_4978,,AraC family transcriptional regulator,0_refound_3799,1_refound_8028,DGIGOC_24540,OELDID_06990,4_refound_20384,NFOGGK_23185,DILMCD_10085,CJMOAC_06095,GGGPIC_08360,9_refound_41022,KAGCPN_07400,NDMAAC_07395,CELEIN_23020,FNPKGJ_07895,OFJEOJ_07155,OGPOLJ_07565,
group_4973,,phage antirepressor protein;Bro-N domain-containing protein,AEKEPN_05635,1_refound_8027,DGIGOC_12570,OELDID_18960,NDFCFG_23920,NFOGGK_06505,DILMCD_23785,7_refound_32756_stop,8_refound_36920_stop,KLDNLM_24375,KAGCPN_22455,NDMAAC_22460,12_refound_53683_stop,13_refound_57823,14_refound_61941_stop,15_refound_66147,
group_4967,,AraC family transcriptional regulator,0_refound_1289,1_refound_5428_stop,2_refound_9581_stop,3_refound_13650_stop,4_refound_17870,5_refound_21931_stop,6_refound_26024_stop,CJMOAC_11500,8_refound_34588_stop,9_refound_38718,10_refound_42857_stop,11_refound_47088_stop,12_refound_51158_stop,13_refound_55522_stop,14_refound_59606_stop,OGPOLJ_26545,
group_4966,,efflux transporter periplasmic adaptor subunit,AEKEPN_26125,HMDFDK_10895,DGIGOC_13050,OELDID_18480,NDFCFG_05515,NFOGGK_06025,DILMCD_23285,CJMOAC_19610,GGGPIC_05780,KLDNLM_06400,KAGCPN_23870,NDMAAC_23880,CELEIN_04975,FNPKGJ_05270,OFJEOJ_25350,OGPOLJ_04940,
group_4957,,hypothetical protein;DUF1127 domain-containing protein,0_refound_3796,HMDFDK_14970,DGIGOC_17395,OELDID_14135,4_refound_20382_stop,NFOGGK_01680,DILMCD_03075,7_refound_32752,8_refound_36915_stop,KLDNLM_00500,10_refound_45221,11_refound_49461,CELEIN_00560,,OFJEOJ_29670,15_refound_66143,16_refound_69173_stop
group_4950,,hypothetical protein,AEKEPN_21840,1_refound_8021,DGIGOC_08105,OELDID_23425,4_refound_20380,NFOGGK_10970,DILMCD_13985,7_refound_32749_stop,8_refound_36913_stop,9_refound_41018,KAGCPN_11200,NDMAAC_11195,CELEIN_19070,13_refound_57819,14_refound_61939,15_refound_66140,
group_4949,,DUF2789 domain-containing protein,AEKEPN_20135,1_refound_8020,DGIGOC_00890,OELDID_01970,NDFCFG_11090,NFOGGK_18175,DILMCD_21205,CJMOAC_13945,GGGPIC_12495,KLDNLM_18965,KAGCPN_17275,NDMAAC_17270,CELEIN_11755,FNPKGJ_12500,OFJEOJ_17870,OGPOLJ_12930,
group_4947,,hypothetical protein,AEKEPN_20125,HMDFDK_25855,DGIGOC_00900,OELDID_01960,NDFCFG_11105,NFOGGK_18165,DILMCD_21195,CJMOAC_13960,GGGPIC_12510,KLDNLM_18940,KAGCPN_17260,NDMAAC_17255,CELEIN_11765,FNPKGJ_12515,OFJEOJ_17855,OGPOLJ_12945,
group_4937,,sel1 repeat family protein,0_refound_1418_stop,1_refound_5559,2_refound_9720_stop,3_refound_13790_stop,4_refound_17990,5_refound_22071_stop,6_refound_26168_stop,CJMOAC_19605,8_refound_34706,9_refound_38833,10_refound_42976,11_refound_47207,12_refound_51299_stop,13_refound_55651_stop,OFJEOJ_25345,15_refound_63964_stop,
group_4934,,VapC toxin family PIN domain ribonuclease,AEKEPN_03615,1_refound_8016_stop,2_refound_12157,3_refound_16230_stop,4_refound_20376_stop,5_refound_24500_stop,6_refound_28694,7_refound_32743_stop,,9_refound_41015,10_refound_45217,11_refound_49457,12_refound_53677_stop,13_refound_57816_stop,OFJEOJ_28870,15_refound_66137_stop,16_refound_69168
group_4929,,ABC transporter,0_refound_610,1_refound_4806_stop,DGIGOC_13770,OELDID_17760,4_refound_17459,NFOGGK_05305,6_refound_25678_stop,7_refound_29917,8_refound_34077,9_refound_38178_stop,10_refound_42307,11_refound_46537,12_refound_50696_stop,13_refound_54980,14_refound_59042_stop,15_refound_63295,
group_4925,,hypothetical protein,AEKEPN_14650,1_refound_8011_stop,DGIGOC_05950,OELDID_25580,NDFCFG_13145,NFOGGK_13120,DILMCD_20525,7_refound_32740,8_refound_36907_stop,KLDNLM_14425,10_refound_45214,11_refound_49454,CELEIN_12505,13_refound_57812_stop,OFJEOJ_16575,15_refound_66133_stop,
group_4924,,hypothetical protein;ketodeoxygluconokinase;Ketodeoxygluconokinase,AEKEPN_17365,1_refound_8009_stop,DGIGOC_05305,OELDID_26225,NDFCFG_16965,NFOGGK_13765,DILMCD_16745,CJMOAC_24480,GGGPIC_15830,KLDNLM_18230,KAGCPN_11780,NDMAAC_11775,CELEIN_16255,FNPKGJ_12685,OFJEOJ_12525,OGPOLJ_13115,
group_4915,,Na+/H+ antiporter subunit G,AEKEPN_20105,HMDFDK_25870,DGIGOC_00930,OELDID_01930,NDFCFG_11125,NFOGGK_18135,DILMCD_21165,CJMOAC_13990,GGGPIC_17320,KLDNLM_18920,KAGCPN_17245,NDMAAC_17240,CELEIN_11795,FNPKGJ_18295,OFJEOJ_17825,OGPOLJ_19260,
group_4914,,Cupin-2 domain-containing protein;cupin domain-containing protein,,1_refound_8007_stop,DGIGOC_05865,OELDID_25665,4_refound_20370_stop,NFOGGK_13205,DILMCD_20415,7_refound_32737,GGGPIC_12850,9_refound_41010_stop,KAGCPN_16735,NDMAAC_16730,CELEIN_12595,FNPKGJ_16425,OFJEOJ_16440,OGPOLJ_17415,16_refound_69160
group_4910,,Addiction module protein,0_refound_3786_stop,HMDFDK_12595,DGIGOC_14860,OELDID_16670,4_refound_20369,NFOGGK_04215,6_refound_28691_stop,CJMOAC_23695,8_refound_36902_stop,9_refound_41008,KAGCPN_04345,NDMAAC_04340,CELEIN_03105,13_refound_57809_stop,14_refound_61932,15_refound_66129,
mdcD,mdcD,biotin-independent malonate decarboxylase subunit beta,AEKEPN_29520,,DGIGOC_20145,OELDID_11385,NDFCFG_02350,NFOGGK_27580,DILMCD_05720,CJMOAC_02850,GGGPIC_26355,KLDNLM_27975,KAGCPN_27815,NDMAAC_27815,CELEIN_27615,FNPKGJ_29070,OFJEOJ_01950,OGPOLJ_28820,MOKLEP_10045
group_4896,,hypothetical protein,AEKEPN_12270,1_refound_8003,DGIGOC_01005,OELDID_01855,NDFCFG_18920,NFOGGK_18060,DILMCD_21095,7_refound_32734_stop,GGGPIC_08295,9_refound_41004,10_refound_45207,11_refound_49447,CELEIN_11875,13_refound_57806,14_refound_61929,15_refound_66125,
group_4895,,hypothetical protein;PBCV-basic-adap domain-containing protein,AEKEPN_20165,1_refound_8002_stop,DGIGOC_06820,OELDID_24710,4_refound_20363_stop,NFOGGK_12255,6_refound_28687_stop,CJMOAC_13820,8_refound_36897_stop,KLDNLM_16695,KAGCPN_11740,NDMAAC_11735,12_refound_53668_stop,13_refound_57805_stop,OFJEOJ_17985,15_refound_66124_stop,
group_4864,,LprI domain-containing protein,0_refound_537_stop,1_refound_4738,DGIGOC_07015,OELDID_24515,4_refound_17393_stop,NFOGGK_12060,DILMCD_15165,CJMOAC_25805,8_refound_34018_stop,KLDNLM_11720,10_refound_42242_stop,11_refound_46472_stop,CELEIN_17915,13_refound_54922_stop,14_refound_58987_stop,15_refound_63230,
group_4862,,Amidohydro-3 domain-containing protein;D-aminoacylase,AEKEPN_03565,HMDFDK_12020,DGIGOC_14240,OELDID_17290,NDFCFG_26440,NFOGGK_04835,DILMCD_22015,CJMOAC_20885,GGGPIC_23405,KLDNLM_05260,KAGCPN_04820,NDMAAC_04815,CELEIN_03780,FNPKGJ_26180,OFJEOJ_26475,OGPOLJ_25885,
group_4857,,LacI family transcriptional regulator,AEKEPN_24755,HMDFDK_21925,DGIGOC_25295,OELDID_06235,NDFCFG_06755,NFOGGK_22430,DILMCD_10820,CJMOAC_08465,GGGPIC_21650,KLDNLM_22980,KAGCPN_07665,NDMAAC_07660,CELEIN_22300,FNPKGJ_24305,OFJEOJ_07980,OGPOLJ_24040,
group_4832,,RES domain-containing protein,0_refound_3765_stop,1_refound_7985,DGIGOC_16520,OELDID_15010,4_refound_20349_stop,NFOGGK_02555,DILMCD_02090,7_refound_32720_stop,8_refound_36884_stop,KLDNLM_03130,KAGCPN_02675,NDMAAC_02670,CELEIN_01465,13_refound_57795_stop,OFJEOJ_28625,15_refound_66115_stop,
group_4831,,LysR family transcriptional regulator,0_refound_3764,1_refound_7984,2_refound_12140,3_refound_16213,4_refound_20348,5_refound_24483,6_refound_28676_stop,7_refound_32719_stop,8_refound_36883_stop,KLDNLM_13395,KAGCPN_25215,NDMAAC_25225,12_refound_53657_stop,13_refound_57794,14_refound_61914,15_refound_66114,
group_4827,,HTH cro/C1-type domain-containing protein;transcriptional regulator,AEKEPN_29200,HMDFDK_24100,DGIGOC_20520,OELDID_11010,NDFCFG_02670,NFOGGK_27205,DILMCD_06070,CJMOAC_03200,8_refound_36881_stop,KLDNLM_27615,10_refound_45190_stop,11_refound_49430_stop,CELEIN_27260,13_refound_57793,OFJEOJ_02515,15_refound_66113,
group_4819,,Heavy-metal resistance,0_refound_3762_stop,1_refound_7982,2_refound_12138,3_refound_16211,,5_refound_24481,6_refound_28673_stop,CJMOAC_11255,8_refound_36880_stop,9_refound_40992_stop,10_refound_45187_stop,11_refound_49427_stop,12_refound_53654_stop,FNPKGJ_12615,14_refound_61912,OGPOLJ_13045,16_refound_69133
group_4816,,Sulf-transp domain-containing protein,,1_refound_7980,2_refound_12136,3_refound_16209,4_refound_20345,5_refound_24479,6_refound_28670,7_refound_32717_stop,8_refound_36878,KLDNLM_13985,KAGCPN_13415,NDMAAC_13410,12_refound_53651,FNPKGJ_21260,14_refound_61910_stop,OGPOLJ_21145,MOKLEP_04620
group_4809,,two-component system response regulator,0_refound_3761_stop,1_refound_7979,DGIGOC_24130,OELDID_07400,4_refound_20343_stop,NFOGGK_23600,DILMCD_09720,CJMOAC_07360,GGGPIC_06470,9_refound_40989,10_refound_45185,11_refound_49425,CELEIN_23380,FNPKGJ_05980,OFJEOJ_06765,OGPOLJ_05640,
group_4804,,esterase;Carboxylesterase NlhH,0_refound_3759,1_refound_7977_stop,DGIGOC_02195,OELDID_00665,4_refound_20339_stop,NFOGGK_16865,DILMCD_19755,7_refound_32713_stop,GGGPIC_18870,KLDNLM_12080,10_refound_45183_stop,11_refound_49423_stop,CELEIN_13165,FNPKGJ_21230,14_refound_61906_stop,OGPOLJ_21115,
group_4801,,MFS transporter,AEKEPN_15690,1_refound_7975_stop,DGIGOC_07595,OELDID_23935,4_refound_20338_stop,NFOGGK_11480,DILMCD_14575,CJMOAC_11780,8_refound_36875_stop,KLDNLM_19875,KAGCPN_12545,NDMAAC_12540,CELEIN_18540,13_refound_57788,OFJEOJ_11515,15_refound_66108_stop,
group_4787,soxR,redox-sensitive transcriptional activator SoxR,AEKEPN_22675,HMDFDK_23660,DGIGOC_27430,OELDID_04100,4_refound_20334_stop,NFOGGK_20305,DILMCD_13035,7_refound_32710_stop,GGGPIC_10175,9_refound_40983,KAGCPN_20250,NDMAAC_20260,CELEIN_20160,FNPKGJ_10265,OFJEOJ_09990,OGPOLJ_10295,
group_4779,,ABC transporter substrate-binding protein,AEKEPN_20115,1_refound_7969_stop,DGIGOC_00910,OELDID_01950,NDFCFG_11115,NFOGGK_18155,DILMCD_21185,CJMOAC_13970,GGGPIC_12515,KLDNLM_18930,KAGCPN_17255,NDMAAC_17250,CELEIN_11775,FNPKGJ_12520,OFJEOJ_17845,OGPOLJ_12950,
group_4776,,hypothetical protein,0_refound_3755_stop,HMDFDK_25850,DGIGOC_00895,OELDID_01965,NDFCFG_11100,NFOGGK_18170,DILMCD_21200,7_refound_32707_stop,8_refound_36871,KLDNLM_18945,KAGCPN_17265,NDMAAC_17260,CELEIN_11760,13_refound_57785,14_refound_61900,15_refound_66106,
group_4774,,hypothetical protein,AEKEPN_20120,HMDFDK_25860,DGIGOC_00905,OELDID_01955,NDFCFG_11110,NFOGGK_18160,DILMCD_21190,CJMOAC_13965,8_refound_36870,KLDNLM_18935,10_refound_45177_stop,11_refound_49417_stop,CELEIN_11770,13_refound_57784,OFJEOJ_17850,15_refound_66105,
group_4771,,Putative noncomposite transposon,0_refound_2746_stop,1_refound_6837_stop,2_refound_11137,3_refound_15217,4_refound_19188_stop,5_refound_23491,6_refound_27660,7_refound_31645_stop,,9_refound_39893_stop,10_refound_44056_stop,11_refound_48296_stop,12_refound_52628,13_refound_56730,14_refound_60820_stop,OGPOLJ_24345,16_refound_68257_stop
group_4765,,Multidrug RND transporter;Outer membrane protein;multidrug RND transporter,AEKEPN_21015,HMDFDK_05905;HMDFDK_05900,DGIGOC_07445,OELDID_24085,NDFCFG_10290,NFOGGK_11630,DILMCD_14725,CJMOAC_11920,GGGPIC_17360,KLDNLM_19765,KAGCPN_19210,NDMAAC_19220,CELEIN_18390,FNPKGJ_18335,OFJEOJ_11635,OGPOLJ_19300,
group_4763,,efflux RND transporter periplasmic adaptor subunit;Efflux transporter periplasmic adaptor subunit,AEKEPN_22215,HMDFDK_23860,DGIGOC_08305,OELDID_23225,NDFCFG_08455,NFOGGK_10770,DILMCD_27505,CJMOAC_11110,GGGPIC_11915,KLDNLM_20400,KAGCPN_20000,NDMAAC_20010,CELEIN_09880,FNPKGJ_18860,OFJEOJ_10540,OGPOLJ_19825,
group_4753,,hypothetical protein,0_refound_3753_stop,HMDFDK_20935,2_refound_12129,3_refound_16202,4_refound_20332_stop,5_refound_24472,6_refound_28664,7_refound_32705_stop,GGGPIC_06355,9_refound_40981,KAGCPN_23480,,12_refound_53644_stop,13_refound_57783_stop,14_refound_61897,15_refound_66104_stop,16_refound_69115_stop
group_4743,,DUF4287 domain-containing protein,AEKEPN_19535,1_refound_7964_stop,DGIGOC_00780,OELDID_02080,,NFOGGK_18285,DILMCD_21295,CJMOAC_14825,8_refound_36866,KLDNLM_13690,10_refound_45173_stop,11_refound_49413,CELEIN_11660,13_refound_57779,14_refound_61895,15_refound_66100_stop,16_refound_69112
group_4742,,GNAT family N-acetyltransferase,AEKEPN_24720,HMDFDK_21960,DGIGOC_25335,OELDID_06195,NDFCFG_06790,NFOGGK_22390,DILMCD_10865,CJMOAC_08530,GGGPIC_21625,KLDNLM_22940,KAGCPN_07695,NDMAAC_07690,CELEIN_22250,FNPKGJ_24270,OFJEOJ_08020,OGPOLJ_24005,
group_4734,,DUF3509 domain-containing protein,AEKEPN_04605,HMDFDK_11000,DGIGOC_13175,OELDID_18355,NDFCFG_25455,NFOGGK_05900,DILMCD_23155,CJMOAC_19755,GGGPIC_06085,KLDNLM_06330,KAGCPN_24265,NDMAAC_24275,CELEIN_04835,FNPKGJ_05575,OFJEOJ_25440,OGPOLJ_05240,
